>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PRGM095_130MM55_B7CAS.shotDelay changed in second object (was 9.2, is 8.1)
root.PJSC709_Haguro.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.C_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.C_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.C_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC709_Haguro.C_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC035_Chikuma_1912.A_Hull_1912.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC035_Chikuma_1912.A_Hull_1912.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC035_Chikuma_1912.A_Hull_1912.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC035_Chikuma_1912.A_Hull_1912.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC035_Chikuma_1912.B_Hull_1918.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC035_Chikuma_1912.B_Hull_1918.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC035_Chikuma_1912.B_Hull_1918.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC035_Chikuma_1912.B_Hull_1918.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.AB1_Artillery.maxDist changed in second object (was 9754.0, is 9120.0)
root.PGSD105_T_22.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.B_Hull.visibilityFactor changed in second object (was 7.02, is 6.52)
root.PGSD105_T_22.B_Hull.visibilityFactorByPlane changed in second object (was 3.36, is 2.96)
root.PGSD105_T_22.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD105_T_22.A_Hull.visibilityFactor changed in second object (was 7.02, is 6.52)
root.PGSD105_T_22.A_Hull.visibilityFactorByPlane changed in second object (was 3.36, is 2.96)
root.PJSC015_Tatsuta_1919.A_Hull_1919.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC015_Tatsuta_1919.A_Hull_1919.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC015_Tatsuta_1919.A_Hull_1919.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC015_Tatsuta_1919.A_Hull_1919.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC015_Tatsuta_1919.B_Hull_1937.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC015_Tatsuta_1919.B_Hull_1937.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC015_Tatsuta_1919.B_Hull_1937.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC015_Tatsuta_1919.B_Hull_1937.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC104_Danae.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC104_Danae.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC104_Danae.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC104_Danae.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC104_Danae.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC104_Danae.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC104_Danae.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC104_Danae.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC038_Atago_1944.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC038_Atago_1944.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC038_Atago_1944.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC038_Atago_1944.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC706_HSF_Graf_Spee.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 45.0)
root.PGSC706_HSF_Graf_Spee.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 45.0)
root.PGSC706_HSF_Graf_Spee.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 45.0)
root.PGSC706_HSF_Graf_Spee.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 45.0)
root.PJSD026_Camo_Kamikaze.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD026_Camo_Kamikaze.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD026_Camo_Kamikaze.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD026_Camo_Kamikaze.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD025_True_Kamikaze.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD025_True_Kamikaze.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD025_True_Kamikaze.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD025_True_Kamikaze.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD110_Pr_24_Khabarovsk.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD110_Pr_24_Khabarovsk.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD110_Pr_24_Khabarovsk.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD110_Pr_24_Khabarovsk.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC507_Belfast_1959.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC507_Belfast_1959.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC507_Belfast_1959.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC507_Belfast_1959.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PZSD109_Chung_Mu.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PZSD109_Chung_Mu.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PZSD109_Chung_Mu.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PZSD109_Chung_Mu.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PZSD109_Chung_Mu.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PZSD109_Chung_Mu.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PZSD109_Chung_Mu.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PZSD109_Chung_Mu.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC506_De_Grasse.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC506_De_Grasse.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC506_De_Grasse.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC506_De_Grasse.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD708_HSF_Harekaze.ABC_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD708_HSF_Harekaze.ABC_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD708_HSF_Harekaze.ABC_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD708_HSF_Harekaze.ABC_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC013_Kuma_1938.A_Hull_1920.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC013_Kuma_1938.A_Hull_1920.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC013_Kuma_1938.A_Hull_1920.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC013_Kuma_1938.A_Hull_1920.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC013_Kuma_1938.B_Hull_1938.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC013_Kuma_1938.B_Hull_1938.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC013_Kuma_1938.B_Hull_1938.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC013_Kuma_1938.B_Hull_1938.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSD503_Campbeltown_1941.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSD503_Campbeltown_1941.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSD503_Campbeltown_1941.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSD503_Campbeltown_1941.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC507_Indianapolis_1945.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC507_Indianapolis_1945.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC507_Indianapolis_1945.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC507_Indianapolis_1945.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC044_Marblehead_1924.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC044_Marblehead_1924.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC044_Marblehead_1924.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC044_Marblehead_1924.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.C_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.C_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.C_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC705_Myoko.C_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD207_Minsk.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD207_Minsk.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD207_Minsk.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD207_Minsk.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD207_Minsk.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD207_Minsk.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD207_Minsk.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD207_Minsk.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC017_Baltimore_1944.B_Hull_1948.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC017_Baltimore_1944.B_Hull_1948.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC017_Baltimore_1944.B_Hull_1948.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC017_Baltimore_1944.B_Hull_1948.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC017_Baltimore_1944.A_Hull_1944.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC017_Baltimore_1944.A_Hull_1944.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC017_Baltimore_1944.A_Hull_1944.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC017_Baltimore_1944.A_Hull_1944.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC108_Edinburgh.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC108_Edinburgh.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC108_Edinburgh.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC108_Edinburgh.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC108_Edinburgh.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC108_Edinburgh.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC108_Edinburgh.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC108_Edinburgh.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD910_Grozovoy_pr_40N.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD910_Grozovoy_pr_40N.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD910_Grozovoy_pr_40N.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD910_Grozovoy_pr_40N.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD910_Grozovoy_pr_40N.ShipAbilities.AbilitySlot2.abils[2][1] changed in second object (was US_DD, is SU_DD)
root.PRSD910_Grozovoy_pr_40N.ShipAbilities.AbilitySlot2.abils[3][1] changed in second object (was US_DD_Gold, is SU_DD_Gold)
root.PBSC105_Emerald.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC105_Emerald.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC105_Emerald.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC105_Emerald.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC105_Emerald.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC105_Emerald.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC105_Emerald.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC105_Emerald.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC108_Charles_Martel.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC108_Charles_Martel.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC108_Charles_Martel.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC108_Charles_Martel.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC108_Charles_Martel.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC108_Charles_Martel.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC108_Charles_Martel.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC108_Charles_Martel.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD409_Pr_20i_Tashkent.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD409_Pr_20i_Tashkent.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD409_Pr_20i_Tashkent.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD409_Pr_20i_Tashkent.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD409_Pr_20i_Tashkent.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD409_Pr_20i_Tashkent.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD409_Pr_20i_Tashkent.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD409_Pr_20i_Tashkent.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC104_Svetlana.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC104_Svetlana.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC104_Svetlana.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC104_Svetlana.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC104_Svetlana.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC104_Svetlana.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC104_Svetlana.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC104_Svetlana.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD001_Tachibana_1912.A_Hull_1912.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD001_Tachibana_1912.A_Hull_1912.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD001_Tachibana_1912.A_Hull_1912.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD001_Tachibana_1912.A_Hull_1912.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC107_Yorck.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC107_Yorck.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC107_Yorck.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC107_Yorck.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC107_Yorck.C_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC107_Yorck.C_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC107_Yorck.C_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC107_Yorck.C_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD102_V_25.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSD102_V_25.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSD102_V_25.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSD102_V_25.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD102_V_25.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSD102_V_25.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSD102_V_25.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSD102_V_25.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC102_Jurien.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC102_Jurien.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC102_Jurien.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC102_Jurien.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC102_Jurien.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC102_Jurien.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC102_Jurien.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC102_Jurien.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC606_Admiral_Makarov.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC606_Admiral_Makarov.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC606_Admiral_Makarov.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC606_Admiral_Makarov.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD003_Isokaze_1917.B_Hull_1925.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD003_Isokaze_1917.B_Hull_1925.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD003_Isokaze_1917.B_Hull_1925.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD003_Isokaze_1917.B_Hull_1925.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD003_Isokaze_1917.A_Hull_1917.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD003_Isokaze_1917.A_Hull_1917.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD003_Isokaze_1917.A_Hull_1917.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD003_Isokaze_1917.A_Hull_1917.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC104_Duguay_Trouin.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC104_Duguay_Trouin.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC104_Duguay_Trouin.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC104_Duguay_Trouin.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC104_Duguay_Trouin.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC104_Duguay_Trouin.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC104_Duguay_Trouin.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC104_Duguay_Trouin.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD709_Black.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD709_Black.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD709_Black.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD709_Black.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC106_Leander.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC106_Leander.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC106_Leander.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC106_Leander.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC106_Leander.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC106_Leander.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC106_Leander.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC106_Leander.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD208_Pr_30.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD208_Pr_30.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD208_Pr_30.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD208_Pr_30.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD208_Pr_30.ShipAbilities.AbilitySlot2.abils[2][1] changed in second object (was US_DD, is SU_DD)
root.PRSD208_Pr_30.ShipAbilities.AbilitySlot2.abils[3][1] changed in second object (was US_DD_Gold, is SU_DD_Gold)
root.PRSD208_Pr_30.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD208_Pr_30.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD208_Pr_30.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD208_Pr_30.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
