>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PBPA009_152MM_AP_100LBS.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PJSA012_Zuikaku_1944.A_Hull_1941.maxRepairCost changed in second object (was 70000, is 0)
root.PJSA012_Zuikaku_1944.A_Hull_1941.fuelFee changed in second object (was 37000, is 75000)
root.PJSA012_Zuikaku_1944.B_Hull_1943.fuelFee changed in second object (was 37000, is 75000)
root.PJSA012_Zuikaku_1944.B_Hull_1943.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.B_Hull_1943.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.B_Hull_1943.maxRepairCost changed in second object (was 70000, is 0)
root.PJSA012_Zuikaku_1944.C_Hull_1944.fuelFee changed in second object (was 37000, is 75000)
root.PJSA012_Zuikaku_1944.C_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.C_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSA012_Zuikaku_1944.C_Hull_1944.maxRepairCost changed in second object (was 70000, is 0)
root.PASD029_Sims_1941.HullDefault.fuelFee changed in second object (was 6500, is 35700)
root.PASD029_Sims_1941.HullDefault.armor.131128 changed in second object (was 12.0, is 16.0)
root.PASD029_Sims_1941.HullDefault.armor.65584 changed in second object (was 12.0, is 16.0)
root.PASD029_Sims_1941.HullDefault.armor.65592 changed in second object (was 12.0, is 16.0)
root.PASD029_Sims_1941.HullDefault.armor.65629 changed in second object (was 12.0, is 16.0)
root.PASD029_Sims_1941.HullDefault.maxRepairCost changed in second object (was 39000, is 0)
root.PBSC110_Minotaur.A_Hull.armor.65584 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65585 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65603 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65622 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65623 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PBSC110_Minotaur.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PBSC110_Minotaur.A_Hull.armor.65629 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.armor.65630 changed in second object (was 22.0, is 16.0)
root.PBSC110_Minotaur.A_Hull.fuelFee changed in second object (was 35000, is 180000)
root.PBSC110_Minotaur.A_Hull.maxRepairCost changed in second object (was 220000, is 0)
root.PBSC110_Minotaur.ShipModernization.ModernizationSlot5.mods[1] changed in second object (was PCM024_Engine_Mod_II, is PCM025_SteeringGear_Mod_II)
root.PBSC110_Minotaur.ShipModernization.ModernizationSlot5.mods[2] removed in second object
root.PBSC110_Minotaur.A1_Torpedoes.HP_BGT_3.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC110_Minotaur.A1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC110_Minotaur.A1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC110_Minotaur.A1_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC110_Minotaur.A_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 31.155)
root.PBSC110_Minotaur.A_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC110_Minotaur.A_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PBSC110_Minotaur.ShipAbilities.AbilitySlot2.abils[0][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC110_Minotaur.ShipAbilities.AbilitySlot2.abils[0][1] changed in second object (was UK_CL, is UK_Lvl_10)
root.PBSC110_Minotaur.ShipAbilities.AbilitySlot2.abils[1][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC110_Minotaur.ShipAbilities.AbilitySlot2.abils[1][1] changed in second object (was UK_CL_PREM, is UK_Lvl_10_Gold)
root.PJSC013_Kuma_1938.A_Hull_1920.fuelFee changed in second object (was 0, is 5000)
root.PJSC013_Kuma_1938.A_Hull_1920.maxRepairCost changed in second object (was 6500, is 0)
root.PJSC013_Kuma_1938.B_Hull_1938.fuelFee changed in second object (was 0, is 5000)
root.PJSC013_Kuma_1938.B_Hull_1938.maxRepairCost changed in second object (was 6500, is 0)
root.PJSC009_Mogami_1935.B_Hull_1943.maxRepairCost changed in second object (was 85500, is 0)
root.PJSC009_Mogami_1935.B_Hull_1943.fuelFee changed in second object (was 16500, is 75000)
root.PJSC009_Mogami_1935.C_Hull_1944.fuelFee changed in second object (was 16500, is 75000)
root.PJSC009_Mogami_1935.C_Hull_1944.maxRepairCost changed in second object (was 85500, is 0)
root.PJSC009_Mogami_1935.A_Hull_1935.fuelFee changed in second object (was 16500, is 75000)
root.PJSC009_Mogami_1935.A_Hull_1935.maxRepairCost changed in second object (was 85500, is 0)
root.PRSC002_Diana_1905.HullDefault.fuelFee changed in second object (was 0, is 2000)
root.PRSC002_Diana_1905.HullDefault.maxRepairCost changed in second object (was 3000, is 0)
root.PJAD002_D3A1.costCR changed in second object (was 320, is 300)
root.PASA013_Essex_1945.A_Hull_1943.fuelFee changed in second object (was 65000, is 120000)
root.PASA013_Essex_1945.A_Hull_1943.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.A_Hull_1943.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.A_Hull_1943.armor.131161 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.A_Hull_1943.maxRepairCost changed in second object (was 120000, is 0)
root.PASA013_Essex_1945.B_Hull_1945.fuelFee changed in second object (was 65000, is 120000)
root.PASA013_Essex_1945.B_Hull_1945.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.B_Hull_1945.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.B_Hull_1945.armor.131161 changed in second object (was 12.0, is 13.0)
root.PASA013_Essex_1945.B_Hull_1945.maxRepairCost changed in second object (was 120000, is 0)
root.PASA010_Ranger_1944.A_Hull_1941.fuelFee changed in second object (was 22000, is 42000)
root.PASA010_Ranger_1944.A_Hull_1941.armor.65622 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.A_Hull_1941.armor.65623 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.A_Hull_1941.armor.65624 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.A_Hull_1941.maxRepairCost changed in second object (was 34000, is 0)
root.PASA010_Ranger_1944.B_Hull_1943.fuelFee changed in second object (was 22000, is 42000)
root.PASA010_Ranger_1944.B_Hull_1943.armor.65622 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.B_Hull_1943.armor.65623 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.B_Hull_1943.armor.65624 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.B_Hull_1943.armor.65620 changed in second object (was 19.0, is 16.0)
root.PASA010_Ranger_1944.B_Hull_1943.maxRepairCost changed in second object (was 34000, is 0)
root.PBSD503_Campbeltown_1941.A_Hull.fuelFee changed in second object (was 0, is 3000)
root.PBSD503_Campbeltown_1941.A_Hull.maxRepairCost changed in second object (was 3500, is 0)
root.PJSD803_False_Isokaze_1917.B_Hull_1925.fuelFee changed in second object (was 0, is 5000)
root.PJSD803_False_Isokaze_1917.B_Hull_1925.maxRepairCost changed in second object (was 6500, is 0)
root.PJSD803_False_Isokaze_1917.A_Hull_1917.fuelFee changed in second object (was 0, is 5000)
root.PJSD803_False_Isokaze_1917.A_Hull_1917.maxRepairCost changed in second object (was 6500, is 0)
root.PJSC008_Myoko_1945.A_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.A_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.A_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.A_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.A_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC008_Myoko_1945.A_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PJSC008_Myoko_1945.B_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.B_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.B_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.B_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.B_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC008_Myoko_1945.B_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PJSC008_Myoko_1945.C_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.C_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.C_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.C_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC008_Myoko_1945.C_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC008_Myoko_1945.C_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PASC507_Indianapolis_1945.A_Hull.fuelFee changed in second object (was 6500, is 35700)
root.PASC507_Indianapolis_1945.A_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.131120 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65592 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65603 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.131165 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65593 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PASC507_Indianapolis_1945.A_Hull.maxRepairCost changed in second object (was 39000, is 0)
root.PJSD004_Minekadze_1920.A_Hull_1920.fuelFee changed in second object (was 1300, is 11500)
root.PJSD004_Minekadze_1920.A_Hull_1920.maxRepairCost changed in second object (was 13000, is 0)
root.PJSD004_Minekadze_1920.B_Hull_1938.fuelFee changed in second object (was 1300, is 11500)
root.PJSD004_Minekadze_1920.B_Hull_1938.maxRepairCost changed in second object (was 13000, is 0)
root.PRSD107_Pr_35_Udaloy.A_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65592 changed in second object (was 16.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.131128 changed in second object (was 13.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.armor.131165 changed in second object (was 16.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.A_Hull.maxRepairCost changed in second object (was 130000, is 0)
root.PRSD107_Pr_35_Udaloy.ShipModernization.ModernizationSlot6.mods[2] removed in first object
root.PRSD107_Pr_35_Udaloy.B_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65592 changed in second object (was 16.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.131128 changed in second object (was 13.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.armor.131165 changed in second object (was 16.0, is 19.0)
root.PRSD107_Pr_35_Udaloy.B_Hull.maxRepairCost changed in second object (was 130000, is 0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.fuelFee changed in second object (was 8000, is 42000)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.B_Hull_1945.maxRepairCost changed in second object (was 43000, is 0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.fuelFee changed in second object (was 8000, is 42000)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD006_Hatsuharu_1945.A_Hull_1935.maxRepairCost changed in second object (was 43000, is 0)
root.PAAF030_F4F_4.costCR changed in second object (was 220, is 250)
root.PRSD104_Izyaslav.A_Hull.fuelFee changed in second object (was 0, is 5000)
root.PRSD104_Izyaslav.A_Hull.maxRepairCost changed in second object (was 6500, is 0)
root.PRSD104_Izyaslav.B_Hull.fuelFee changed in second object (was 0, is 5000)
root.PRSD104_Izyaslav.B_Hull.maxRepairCost changed in second object (was 6500, is 0)
root.PAAB012_Consolidated_TBY_1.costCR changed in second object (was 550, is 350)
root.PAAD005_Douglas_XSB2D.costCR changed in second object (was 1700, is 800)
root.PJSC005_Furutaka_1926.B_Hull_1941.fuelFee changed in second object (was 1300, is 11500)
root.PJSC005_Furutaka_1926.B_Hull_1941.maxRepairCost changed in second object (was 13000, is 0)
root.PJSC005_Furutaka_1926.A_Hull_1929.fuelFee changed in second object (was 1300, is 11500)
root.PJSC005_Furutaka_1926.A_Hull_1929.maxRepairCost changed in second object (was 13000, is 0)
root.PJSC005_Furutaka_1926.C_Hull_1942.fuelFee changed in second object (was 1300, is 11500)
root.PJSC005_Furutaka_1926.C_Hull_1942.maxRepairCost changed in second object (was 13000, is 0)
root.PRSC003_Murmansk_1944.Hull_A.fuelFee changed in second object (was 1300, is 11500)
root.PRSC003_Murmansk_1944.Hull_A.maxRepairCost changed in second object (was 13000, is 0)
root.PJSD025_True_Kamikaze.HullDefault.fuelFee changed in second object (was 1300, is 11500)
root.PJSD025_True_Kamikaze.HullDefault.maxRepairCost changed in second object (was 13000, is 0)
root.PGSC109_Roon.A_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PGSC109_Roon.A_Hull.maxRepairCost changed in second object (was 140000, is 0)
root.PGSC109_Roon.B_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PGSC109_Roon.B_Hull.maxRepairCost changed in second object (was 140000, is 0)
root.PRSC105_Kirov.A_Hull.fuelFee changed in second object (was 1300, is 11500)
root.PRSC105_Kirov.A_Hull.armor.65583 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.A_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC105_Kirov.A_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65598 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.A_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65622 changed in second object (was 19.0, is 18.0)
root.PRSC105_Kirov.A_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC105_Kirov.A_Hull.armor.65628 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.A_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.A_Hull.maxRepairCost changed in second object (was 13000, is 0)
root.PRSC105_Kirov.B_Hull.fuelFee changed in second object (was 1300, is 11500)
root.PRSC105_Kirov.B_Hull.armor.65583 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.B_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC105_Kirov.B_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65598 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.B_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65622 changed in second object (was 19.0, is 18.0)
root.PRSC105_Kirov.B_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC105_Kirov.B_Hull.armor.65628 changed in second object (was 30.0, is 15.0)
root.PRSC105_Kirov.B_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PRSC105_Kirov.B_Hull.maxRepairCost changed in second object (was 13000, is 0)
root.PAAF031_FM_2.costCR changed in second object (was 220, is 250)
root.PRSC001_Avrora_1917.HullDefault.fuelFee changed in second object (was 0, is 3000)
root.PRSC001_Avrora_1917.HullDefault.maxRepairCost changed in second object (was 4000, is 0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.fuelFee changed in second object (was 13000, is 75000)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.131128 changed in second object (was 16.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.A_Hull.maxRepairCost changed in second object (was 80000, is 0)
root.PRSD108_Pr_20i_Tashkent.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PRSD108_Pr_20i_Tashkent.B_Hull.fuelFee changed in second object (was 13000, is 75000)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.131128 changed in second object (was 16.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PRSD108_Pr_20i_Tashkent.B_Hull.maxRepairCost changed in second object (was 80000, is 0)
root.PASC044_Marblehead_1924.HullDefault.fuelFee changed in second object (was 1300, is 11500)
root.PASC044_Marblehead_1924.HullDefault.maxRepairCost changed in second object (was 13000, is 0)
root.PGSC103_Kolberg.A_Hull.fuelFee changed in second object (was 0, is 3000)
root.PGSC103_Kolberg.A_Hull.maxRepairCost changed in second object (was 4000, is 0)
root.PGSC103_Kolberg.B_Hull.fuelFee changed in second object (was 0, is 3000)
root.PGSC103_Kolberg.B_Hull.maxRepairCost changed in second object (was 4000, is 0)
root.PAAD012_Douglas_SBD3.costCR changed in second object (was 320, is 300)
root.PRSC107_Schors.A_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PRSC107_Schors.A_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.A_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.A_Hull.armor.65623 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.A_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC107_Schors.A_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.A_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PRSC107_Schors.B_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PRSC107_Schors.B_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.B_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.B_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC107_Schors.B_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PRSC107_Schors.B_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PBPA011_152MM_AP_4CRH.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PBPA011_152MM_AP_4CRH.alphaDamage changed in second object (was 1400.0, is 2600.0)
root.PJSD007_Fubuki_1944.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PJSD007_Fubuki_1944.B_Hull_1944.fuelFee changed in second object (was 13000, is 75000)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.B_Hull_1944.maxRepairCost changed in second object (was 78000, is 0)
root.PJSD007_Fubuki_1944.A_Hull_1944.fuelFee changed in second object (was 13000, is 75000)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.A_Hull_1944.maxRepairCost changed in second object (was 78000, is 0)
root.PJSD007_Fubuki_1944.C_Hull_1943.fuelFee changed in second object (was 13000, is 75000)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD007_Fubuki_1944.C_Hull_1943.maxRepairCost changed in second object (was 78000, is 0)
root.PJAF006_Mitsubishi_A7M1.costCR changed in second object (was 1200, is 600)
root.PJPT021_610_Type93_model_2.costCR changed in second object (was 600, is 350)
root.PJPT020_610_Type93_model_3.costCR changed in second object (was 1200, is 350)
root.PJSD012_Shimakaze_1943.ShipModernization.ModernizationSlot6.mods[2] removed in first object
root.PJSD012_Shimakaze_1943.B_Hull.fuelFee changed in second object (was 30000, is 180000)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65592 changed in second object (was 16.0, is 19.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD012_Shimakaze_1943.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD012_Shimakaze_1943.B_Hull.maxRepairCost changed in second object (was 190000, is 0)
root.PASC017_Baltimore_1944.B_Hull_1948.fuelFee changed in second object (was 21000, is 120000)
root.PASC017_Baltimore_1944.B_Hull_1948.maxRepairCost changed in second object (was 130000, is 0)
root.PASC017_Baltimore_1944.A_Hull_1944.fuelFee changed in second object (was 21000, is 120000)
root.PASC017_Baltimore_1944.A_Hull_1944.maxRepairCost changed in second object (was 130000, is 0)
root.PGSB503_Koenig_Albert.A_Hull.fuelFee changed in second object (was 0, is 3000)
root.PGSB503_Koenig_Albert.A_Hull.maxRepairCost changed in second object (was 4500, is 0)
root.PGSC104_Karlsruhe.A_Hull.fuelFee changed in second object (was 0, is 5000)
root.PGSC104_Karlsruhe.A_Hull.maxRepairCost changed in second object (was 6500, is 0)
root.PGSC104_Karlsruhe.B_Hull.fuelFee changed in second object (was 0, is 5000)
root.PGSC104_Karlsruhe.B_Hull.maxRepairCost changed in second object (was 6500, is 0)
root.PJSC707_Ashigara.A_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC707_Ashigara.A_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PJSC707_Ashigara.B_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC707_Ashigara.B_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PJSC707_Ashigara.C_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC707_Ashigara.C_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PAAF010_F8F_Bearcat.costCR changed in second object (was 1700, is 800)
root.PJAF018_Mitsubishi_A5M4.costCR changed in second object (was 150, is 250)
root.PCY010_RegenCrewPremium.UK_CL_PREM.regenerationHPSpeed changed in second object (was 0.08, is 0.02)
root.PCY010_RegenCrewPremium.UK_CL_PREM.workTime changed in second object (was 5.0, is 20.0)
root.PJSD024_Wakatake_1923.A_Hull_1923.fuelFee changed in second object (was 0, is 3000)
root.PJSD024_Wakatake_1923.A_Hull_1923.maxRepairCost changed in second object (was 3500, is 0)
root.PJSD024_Wakatake_1923.B_Hull_1925.fuelFee changed in second object (was 0, is 3000)
