>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PJSB007_Kongo_1942.B_Hull_1941.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PASC907_Des_Moines_1948_Halloween.ArtilleryDefault.HP_AGM_1.shotDelay changed in second object (was 6.0, is 5.5)
root.PASC907_Des_Moines_1948_Halloween.ArtilleryDefault.HP_AGM_3.shotDelay changed in second object (was 6.0, is 5.5)
root.PASC907_Des_Moines_1948_Halloween.ArtilleryDefault.HP_AGM_2.shotDelay changed in second object (was 6.0, is 5.5)
root.PASC907_Des_Moines_1948_Halloween.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC838_False_Hashidate_1940.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PXSB003_Zeekasa.A_Hull_1912.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD209_Pr_35.A_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PRSD209_Pr_35.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD209_Pr_35.ShipModernization.ModernizationSlot2.mods[4] removed in first object
root.PRSD209_Pr_35.B_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PRSD209_Pr_35.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD209_Pr_35.EngineDefault.backwardSpeedOnFlood changed in second object (was -0.15, is -0.26)
root.PRSD209_Pr_35.EngineDefault.forwardSpeedOnFlood changed in second object (was -0.2, is -0.15)
root.PASC003_Albany_1898.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC004_Yubari_1944.A_Hull_1944.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PJSC004_Yubari_1944.A_Hull_1944.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASA905_Essex_1945_Halloween.B_Hull_1945.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC101_Orlan.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB006_Fuso_1943.B_Hull_1941.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSB006_Fuso_1943.B_Hull_1941.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB006_Fuso_1943.A_Hull_1919.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSB006_Fuso_1943.A_Hull_1919.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB006_Fuso_1943.C_Hull_1943.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSB006_Fuso_1943.C_Hull_1943.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD208_Kagero.A_Hull_1943.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PJSD208_Kagero.A_Hull_1943.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD208_Kagero.B_Hull_1941.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PJSD208_Kagero.B_Hull_1941.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC103_Bogatyr.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC103_Bogatyr.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PBSC103_Caledon.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PBSC103_Caledon.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASA012_Lexington_1944.B_Hull_1944.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PASA012_Lexington_1944.B_Hull_1944.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASA012_Lexington_1944.A_Hull_1942.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PASA012_Lexington_1944.A_Hull_1942.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSB108_Bismarck.A_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PGSB108_Bismarck.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSB108_Bismarck.B_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PGSB108_Bismarck.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASA006_Independence_1945.A_Hull_1944.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PASA006_Independence_1945.A_Hull_1944.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASA006_Independence_1945.B_Hull_1945.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PASA006_Independence_1945.B_Hull_1945.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASX904_Cimarron.HullDefault.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PASX904_Cimarron.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSA017_Hakuryu_1942.HullDefault.floodParams[1] changed in second object (was 0.433, is 0.667)
root.PJSA017_Hakuryu_1942.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD504_Minekaze.A_Hull_1920.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PJSD504_Minekaze.A_Hull_1920.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD504_Minekaze.B_Hull_1938.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PJSD504_Minekaze.B_Hull_1938.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD108_Akizuki.A_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PJSD108_Akizuki.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD108_Akizuki.ShipModernization.ModernizationSlot2.mods[3] removed in first object
root.PJSD108_Akizuki.B_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PJSD108_Akizuki.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC012_Ibuki_1944.ShipModernization.ModernizationSlot5.mods[4] removed in second object
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_1.rotationSpeed[0] changed in second object (was 5.0, is 6.0)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_2.rotationSpeed[0] changed in second object (was 5.0, is 6.0)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_3.rotationSpeed[0] changed in second object (was 5.0, is 6.0)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_4.rotationSpeed[0] changed in second object (was 5.0, is 6.0)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_5.rotationSpeed[0] changed in second object (was 5.0, is 6.0)
root.PJSC012_Ibuki_1944.B_Hull_1945.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PJSC012_Ibuki_1944.B_Hull_1945.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC012_Ibuki_1944.A_Hull_1944.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PJSC012_Ibuki_1944.A_Hull_1944.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC014_Kitakami_1945.HullDefault.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PJSC014_Kitakami_1945.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD801_FALSE_ENEMY_Sampson.A_Hull_1917.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PXSB002_Rasputin.A_Hull_1912.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC503_Oleg.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD008_Benson_1945.B_Hull_1942.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PASD008_Benson_1945.B_Hull_1942.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD008_Benson_1945.A_Hull_1938.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PASD008_Benson_1945.A_Hull_1938.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD008_Benson_1945.C_Hull_1944.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PASD008_Benson_1945.C_Hull_1944.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB707_Haruna.B_Hull_1941.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PJSB707_Haruna.B_Hull_1941.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB707_Haruna.C_Hull_1942.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PJSB707_Haruna.C_Hull_1942.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PASC014_New_Orlean_1944.B_Hull_1944.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PASC014_New_Orlean_1944.A_Hull_1942.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC014_New_Orlean_1944.B2_203_55.HP_AGM_1.shotDelay changed in second object (was 14.0, is 12.0)
root.PASC014_New_Orlean_1944.B2_203_55.HP_AGM_3.shotDelay changed in second object (was 14.0, is 12.0)
root.PASC014_New_Orlean_1944.B2_203_55.HP_AGM_2.shotDelay changed in second object (was 14.0, is 12.0)
root.PGSC506_Admiral_Graf_Spee.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PGSC506_Admiral_Graf_Spee.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PBSC105_Emerald.A_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PBSC105_Emerald.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PBSC105_Emerald.B_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PBSC105_Emerald.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC007_Cleveland_1945.A_Hull_1943.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PASC007_Cleveland_1945.A_Hull_1943.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC007_Cleveland_1945.B_Hull_1945.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PASC007_Cleveland_1945.B_Hull_1945.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PCM039_CrashCrew_Mod_I.crashCrewWorkTime changed in second object (was 1.2, is 1.4)
root.PJSD005_Mutsuki_1926.A_Hull_1926.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSD005_Mutsuki_1926.A_Hull_1926.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSD005_Mutsuki_1926.B_Hull_1939.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSD005_Mutsuki_1926.C_Hull_1942.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSC502_Emden_1908.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC104_Svetlana.A_Hull.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PRSC104_Svetlana.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC104_Svetlana.B_Hull.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PRSC104_Svetlana.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC110_Pr_66_Moskva.A_Hull.floodParams[1] changed in second object (was 0.433, is 0.667)
root.PRSC110_Pr_66_Moskva.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PBSC107_Fiji.A_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PBSC107_Fiji.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PBSC107_Fiji.B_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PBSC107_Fiji.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PCEF012_MY6_SignalFlag.costGold changed in second object (was 2, is 4)
root.PRSC999_Seal.HullDefault.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PRSC999_Seal.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC999_Seal.EngineDefault.backwardSpeedOnFlood changed in second object (was -0.26, is -0.15)
root.PASB705_Texas_1944.A_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PASB705_Texas_1944.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB705_Texas_1944.A_Engine.backwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PASB705_Texas_1944.A_Engine.forwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_1.shotDelay changed in second object (was 35.0, is 30.0)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_1.rotationSpeed[0] changed in second object (was 3.3, is 3.8)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_2.shotDelay changed in second object (was 35.0, is 30.0)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_2.rotationSpeed[0] changed in second object (was 3.3, is 3.8)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_3.shotDelay changed in second object (was 35.0, is 30.0)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_3.rotationSpeed[0] changed in second object (was 3.3, is 3.8)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_4.shotDelay changed in second object (was 35.0, is 30.0)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_4.rotationSpeed[0] changed in second object (was 3.3, is 3.8)
root.PJSB506_Mutsu.ShipUpgradeInfo.costGold changed in second object (was 7000, is 6550)
root.PJSB506_Mutsu.A_Hull_1933.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSB506_Mutsu.A_Hull_1933.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB506_Mutsu.A_Hull_1933.rudderTime changed in second object (was 19.2, is 17.9)
root.PASC016_Worcester_1948.ShipModernization.ModernizationSlot2.mods[4] removed in first object
root.PASC016_Worcester_1948.ShipModernization.ModernizationSlot2.mods[5] removed in first object
root.PASC016_Worcester_1948.HullDefault.floodParams[1] changed in second object (was 0.433, is 0.667)
root.PASC016_Worcester_1948.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PUSC506_Perth_1942.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PUSC506_Perth_1942.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD001_Tachibana_1912.A_Hull_1912.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC034_Zao_1944.HullDefault.floodParams[1] changed in second object (was 0.433, is 0.667)
root.PJSC034_Zao_1944.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD309_Pr_20i.A_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PRSD309_Pr_20i.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD309_Pr_20i.B_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PRSD309_Pr_20i.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD309_Pr_20i.EngineDefault.forwardSpeedOnFlood changed in second object (was -0.2, is -0.15)
root.PASC045_Marblehead_1924_Asus.HullDefault.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PASC045_Marblehead_1924_Asus.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC045_Marblehead_1924_Asus.HullDefault.rudderTime changed in second object (was 10.12, is 7.5)
root.PRSC106_Pr_94_Budeny.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PRSC106_Pr_94_Budeny.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC106_Pr_94_Budeny.B_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PRSC106_Pr_94_Budeny.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSC108_Hipper.A_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PGSC108_Hipper.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSC108_Hipper.B_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PGSC108_Hipper.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSC108_Hipper.C_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PGSC108_Hipper.C_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB021_Izumo_1938.B_Hull_1942.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PJSB021_Izumo_1938.B_Hull_1942.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB021_Izumo_1938.A_Hull_1938.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PJSB021_Izumo_1938.A_Hull_1938.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB021_Izumo_1938.C_Hull_1945.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PJSB021_Izumo_1938.C_Hull_1945.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSX701_Support.HullDefault.floodParams[1] changed in second object (was -1.0, is 0.667)
root.PJSX701_Support.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD505_Okhotnik_1917.A_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PRSD505_Okhotnik_1917.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB013_Arkansas_1912.HullDefault.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PASB013_Arkansas_1912.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD507_Leningrad_1944.A_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PRSD507_Leningrad_1944.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD507_Leningrad_1944.A_Engine.backwardSpeedOnFlood changed in second object (was -0.15, is -0.26)
root.PRSD507_Leningrad_1944.A_Engine.forwardSpeedOnFlood changed in second object (was -0.2, is -0.15)
root.PJSA009_Ryujo_1933.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSA009_Ryujo_1933.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSA009_Ryujo_1933.C_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSA009_Ryujo_1933.C_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSA009_Ryujo_1933.B_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSA009_Ryujo_1933.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB802_False_Ally_Kawachi_1912.B_Hull_1919.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB008_Ishizuchi_1921.HullDefault.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PJSB008_Ishizuchi_1921.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PWSD501_Blyskawica.HullDefault.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PWSD501_Blyskawica.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PWSD501_Blyskawica.EngineDefault.forwardSpeedOnFlood changed in second object (was -0.2, is -0.15)
root.PGSC107_Yorck.B_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PGSC107_Yorck.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSC107_Yorck.C_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PGSC107_Yorck.C_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD310_Pr_24.A_Hull.floodParams[1] changed in second object (was 0.433, is 0.667)
root.PRSD310_Pr_24.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD310_Pr_24.EngineDefault.backwardSpeedOnFlood changed in second object (was -0.15, is -0.26)
root.PRSD310_Pr_24.EngineDefault.forwardSpeedOnFlood changed in second object (was -0.2, is -0.15)
root.PJSC737_Nachi.A_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PJSC737_Nachi.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC737_Nachi.B_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PJSC737_Nachi.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC737_Nachi.C_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PJSC737_Nachi.C_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD005_Farragut_1944.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PASD005_Farragut_1944.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD005_Farragut_1944.B_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PASD005_Farragut_1944.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD005_Farragut_1944.C_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PASD005_Farragut_1944.C_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC010_Diana_1905_Asus.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC803_Cimarron_shooter.HullDefault.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PASC803_Cimarron_shooter.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD003_Isokaze_1917.B_Hull_1925.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PJSD003_Isokaze_1917.B_Hull_1925.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD003_Isokaze_1917.A_Hull_1917.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PJSD003_Isokaze_1917.A_Hull_1917.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PCT055_RANK_ECO_PACK_5_10.storageItems[2][0] changed in second object (was PCEF003_EqualSpeed_SignalFlag, is PCEF011_IB3_SignalFlag)
root.PCT055_RANK_ECO_PACK_5_10.storageItems[3][0] changed in second object (was PCEF011_IB3_SignalFlag, is PCEF015_ZH_SignalFlag)
root.PCT055_RANK_ECO_PACK_5_10.storageItems[4] removed in second object
root.PASC006_Atlanta_1942.HullDefault.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PASC006_Atlanta_1942.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSB106_Bayern.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PGSB106_Bayern.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSB106_Bayern.B_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PGSB106_Bayern.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD208_Pr_30.A_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PRSD208_Pr_30.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD208_Pr_30.ShipModernization.ModernizationSlot2.mods[4] removed in first object
root.PRSD208_Pr_30.B_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PRSD208_Pr_30.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSD208_Pr_30.EngineDefault.backwardSpeedOnFlood changed in second object (was -0.15, is -0.26)
root.PRSD208_Pr_30.EngineDefault.forwardSpeedOnFlood changed in second object (was -0.2, is -0.15)
root.PASD021_Fletcher_1943.A_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PASD021_Fletcher_1943.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD021_Fletcher_1943.B_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PASD021_Fletcher_1943.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSD102_V_25.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSD102_V_25.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD209_Yugumo.A_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PJSD209_Yugumo.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD209_Yugumo.B_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PJSD209_Yugumo.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSA006_Zuiho_1944.A_Hull_1940.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PJSA006_Zuiho_1944.A_Hull_1940.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSA006_Zuiho_1944.B_Hull_1942.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PJSA006_Zuiho_1944.B_Hull_1942.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSA006_Zuiho_1944.C_Hull_1944.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PJSA006_Zuiho_1944.C_Hull_1944.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC506_Molotov_1943.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PRSC506_Molotov_1943.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB708_Alabama.A_Hull.floodParams[1] changed in second object (was 0.483, is 0.667)
root.PASB708_Alabama.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB708_Alabama.A1_Engine.backwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PASB708_Alabama.A1_Engine.forwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PJSD014_Tachibana_1912_Asus.A_Hull_1912.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASA507_Saipan_1946.A_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PASA507_Saipan_1946.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB017_Montana_1945.HullDefault.floodParams[1] changed in second object (was 0.433, is 0.667)
root.PASB017_Montana_1945.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB017_Montana_1945.EngineDefault.backwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PASB017_Montana_1945.EngineDefault.forwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PJSD106_Fubuki.A_Hull_1943.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSD106_Fubuki.A_Hull_1943.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSD106_Fubuki.B_Hull_1943.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PJSD106_Fubuki.B_Hull_1943.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSC799_Takao.HullDefault.floodParams[1] changed in second object (was -1.0, is 0.667)
root.PJSC799_Takao.HullDefault.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGGM090_105mm_SK_C32_gE.rotationSpeed[0] changed in second object (was 10.0, is 10.5)
root.PXSX001_Transylvania.A_Hull_1912.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB506_Arizona_1941.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PASB506_Arizona_1941.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB506_Arizona_1941.A_Engine.backwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PASB506_Arizona_1941.A_Engine.forwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PASC012_Pensacola_1944.B_Hull_1944.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PASC012_Pensacola_1944.B_Hull_1944.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC012_Pensacola_1944.B_Hull_1944.visibilityFactor changed in second object (was 15.66, is 12.78)
root.PASC012_Pensacola_1944.A_Hull_1942.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PASC012_Pensacola_1944.A_Hull_1942.floodParams[2] changed in second object (was 120.0, is 90.0)
