>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PBPA009_152MM_AP_100LBS.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PJSB021_Izumo_1938.C_Hull_1945.armor.65629 changed in second object (was 28.0, is 32.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_4_Gold.workTime changed in second object (was 22.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_4_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_8_Gold.workTime changed in second object (was 24.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_8_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_7_Gold.workTime changed in second object (was 23.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_7_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_10_Gold.workTime changed in second object (was 25.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_10_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_2_Gold.workTime changed in second object (was 21.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_2_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_9_Gold.workTime changed in second object (was 24.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_9_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_6_Gold.workTime changed in second object (was 23.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_6_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_3_Gold.workTime changed in second object (was 21.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_3_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_5_Gold.workTime changed in second object (was 22.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_5_Gold.radius changed in second object (was 15.0, is 20.0)
root.PJSD208_Kagero.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PJSD208_Kagero.A_Hull_1943.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.B_Hull_1941.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65629 changed in second object (was 12.0, is 19.0)
root.PBSC103_Caledon.AB1_Torpedoes.HP_BGT_3.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC103_Caledon.AB1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC103_Caledon.AB1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC103_Caledon.AB1_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC103_Caledon.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 26.97)
root.PBSC103_Caledon.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC103_Caledon.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PASA012_Lexington_1944.B_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASA012_Lexington_1944.B_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASA012_Lexington_1944.A_Hull_1942.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASA012_Lexington_1944.A_Hull_1942.armor.65626 changed in second object (was 12.0, is 13.0)
root.PGSB108_Bismarck.A_Hull.armor.65584 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.A_Hull.armor.65585 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.A_Hull.armor.65629 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.A_Hull.armor.65630 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.B_Hull.armor.65584 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.B_Hull.armor.65585 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.B_Hull.armor.65629 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.B_Hull.armor.65630 changed in second object (was 28.0, is 32.0)
root.PASA006_Independence_1945.A_Hull_1944.armor.65623 changed in second object (was 19.0, is 13.0)
root.PASA006_Independence_1945.A_Hull_1944.armor.65622 changed in second object (was 19.0, is 13.0)
root.PASA006_Independence_1945.B_Hull_1945.armor.65623 changed in second object (was 19.0, is 13.0)
root.PASA006_Independence_1945.B_Hull_1945.armor.65622 changed in second object (was 19.0, is 13.0)
root.PJSA017_Hakuryu_1942.HullDefault.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSA017_Hakuryu_1942.HullDefault.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD108_Akizuki.A_Hull.armor.131128 changed in second object (was 13.0, is 19.0)
root.PJSD108_Akizuki.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD108_Akizuki.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PJSD108_Akizuki.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD108_Akizuki.B_Hull.armor.131128 changed in second object (was 13.0, is 19.0)
root.PJSD108_Akizuki.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASA507_Saipan_1946.A_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.armor.65624 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.armor.65620 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.armor.65622 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.armor.196695 changed in second object (was 19.0, is 13.0)
root.PASD008_Benson_1945.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PASD008_Benson_1945.B_Hull_1942.armor.131128 changed in second object (was 16.0, is 19.0)
root.PASD008_Benson_1945.B_Hull_1942.armor.65584 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.B_Hull_1942.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.B_Hull_1942.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.B_Hull_1942.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.A_Hull_1938.armor.131128 changed in second object (was 16.0, is 19.0)
root.PASD008_Benson_1945.A_Hull_1938.armor.65584 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.A_Hull_1938.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.A_Hull_1938.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.A_Hull_1938.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.131128 changed in second object (was 16.0, is 19.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.65584 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.131136 changed in second object (was 13.0, is 83.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.131139 changed in second object (was 51.0, is 102.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.65574 changed in second object (was 51.0, is 102.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.65575 removed in second object
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.131133 removed in second object
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.65603 changed in second object (was 19.0, is 25.0)
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.131158 removed in first object
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.131137 removed in first object
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.131160 removed in first object
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.65639 removed in first object
root.PASC014_New_Orlean_1944.B_Hull_1944.armor.196696 removed in first object
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.131136 changed in second object (was 13.0, is 83.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.131139 changed in second object (was 51.0, is 102.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.65574 changed in second object (was 51.0, is 102.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.65575 removed in second object
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.131133 removed in second object
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.65603 changed in second object (was 19.0, is 25.0)
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.131158 removed in first object
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.131137 removed in first object
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.131160 removed in first object
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.65639 removed in first object
root.PASC014_New_Orlean_1944.A_Hull_1942.armor.196696 removed in first object
root.PCBC005.artillery.targetWeightTypeTable.Cruiser[0] changed in second object (was 2.0, is 15.0)
root.PCBC005.artillery.targetWeightTypeTable.Cruiser[1] changed in second object (was 2.0, is 15.0)
root.PCBC005.artillery.targetWeightTypeTable.Cruiser[2] changed in second object (was 2.0, is 15.0)
root.PCBC005.artillery.targetWeightTypeTable.Battleship[0] changed in second object (was 3.0, is 20.0)
root.PCBC005.artillery.targetWeightTypeTable.Battleship[1] changed in second object (was 3.0, is 20.0)
root.PCBC005.artillery.targetWeightTypeTable.Battleship[2] changed in second object (was 3.0, is 20.0)
root.PCBC005.artillery.targetWeightTypeTable.Destroyer[0] changed in second object (was 1.0, is 5.0)
root.PCBC005.artillery.targetWeightTypeTable.Destroyer[1] changed in second object (was 1.0, is 5.0)
root.PCBC005.artillery.targetWeightTypeTable.Destroyer[2] changed in second object (was 1.0, is 5.0)
root.PBSC105_Emerald.B2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.B2_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A2_Torpedoes.HP_BGT_3.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A2_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A2_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A1_Torpedoes.HP_BGT_3.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A1_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.B1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.B1_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 30.69)
root.PBSC105_Emerald.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC105_Emerald.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PBSC105_Emerald.ShipAbilities.AbilitySlot2.abils[4][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC105_Emerald.ShipAbilities.AbilitySlot2.abils[4][1] changed in second object (was UK_CL, is UK_Lvl_5)
root.PBSC105_Emerald.ShipAbilities.AbilitySlot2.abils[5][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC105_Emerald.ShipAbilities.AbilitySlot2.abils[5][1] changed in second object (was UK_CL_PREM, is UK_Lvl_5_Gold)
root.PASC007_Cleveland_1945.A_Hull_1943.armor.65625 changed in second object (was 10.0, is 13.0)
root.PASC007_Cleveland_1945.A_Hull_1943.armor.65626 changed in second object (was 10.0, is 13.0)
root.PASC007_Cleveland_1945.B_Hull_1945.armor.65625 changed in second object (was 10.0, is 13.0)
root.PASC007_Cleveland_1945.B_Hull_1945.armor.65626 changed in second object (was 10.0, is 13.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.65592 changed in second object (was 14.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.196701 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.65592 changed in second object (was 14.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.196701 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.65592 changed in second object (was 14.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.196701 changed in second object (was 12.0, is 16.0)
root.PBGT047_21in_3tube_TR_Mk_IV_L.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PWSD501_Blyskawica.HullDefault.armor.65584 changed in second object (was 12.0, is 16.0)
root.PWSD501_Blyskawica.HullDefault.armor.131128 changed in second object (was 12.0, is 16.0)
root.PWSD501_Blyskawica.HullDefault.armor.65629 changed in second object (was 12.0, is 16.0)
root.PWSD501_Blyskawica.HullDefault.armor.131165 changed in second object (was 15.0, is 16.0)
root.PBSC107_Fiji.A_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.A_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.A_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.A_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.ShipModernization.ModernizationSlot4.mods[1] changed in second object (was PCM024_Engine_Mod_II, is PCM025_SteeringGear_Mod_II)
root.PBSC107_Fiji.ShipModernization.ModernizationSlot4.mods[2] removed in second object
root.PBSC107_Fiji.AB1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC107_Fiji.AB1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC107_Fiji.B_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.B_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.B_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.B_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.ShipAbilities.AbilitySlot2.abils[4][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC107_Fiji.ShipAbilities.AbilitySlot2.abils[4][1] changed in second object (was UK_CL, is UK_Lvl_7)
root.PBSC107_Fiji.ShipAbilities.AbilitySlot2.abils[5][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC107_Fiji.ShipAbilities.AbilitySlot2.abils[5][1] changed in second object (was UK_CL_PREM, is UK_Lvl_7_Gold)
root.PBSC107_Fiji.AB2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC107_Fiji.AB2_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC107_Fiji.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 30.225)
root.PBSC107_Fiji.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC107_Fiji.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PUSC506_Perth_1942.A_Hull.armor.131158 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.131139 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65603 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65583 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65598 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65583 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65598 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65628 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PBGT050_21in_4tube_QR_Mk_VII_R.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PJSA009_Ryujo_1933.A_Hull.armor.131158 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.A_Hull.armor.262231 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.C_Hull.armor.131158 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.C_Hull.armor.262231 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.B_Hull.armor.131158 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.B_Hull.armor.262231 changed in second object (was 19.0, is 13.0)
root.PASD005_Farragut_1944.A_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.armor.196701 changed in second object (was 13.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.196701 changed in second object (was 13.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.196701 changed in second object (was 13.0, is 16.0)
root.PBPA017_152MM_AP_MK5.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PBPA017_152MM_AP_MK5.alphaDamage changed in second object (was 1600.0, is 3200.0)
root.PGSC107_Yorck.B_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.armor.65637 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65637 changed in second object (was 19.0, is 16.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65630 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65584 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65585 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.131120 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65603 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.131165 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65622 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65623 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65629 changed in second object (was 16.0, is 13.0)
root.PJSD209_Yugumo.A_Hull.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD209_Yugumo.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.A_Hull.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD209_Yugumo.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD209_Yugumo.ShipModernization.ModernizationSlot6.mods[2] removed in first object
root.PJSD209_Yugumo.B_Hull.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD209_Yugumo.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.B_Hull.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD209_Yugumo.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSA006_Zuiho_1944.A_Hull_1940.armor.65623 changed in second object (was 16.0, is 15.0)
root.PJSA006_Zuiho_1944.B_Hull_1942.armor.65623 changed in second object (was 16.0, is 15.0)
root.PJSA006_Zuiho_1944.C_Hull_1944.armor.65623 changed in second object (was 16.0, is 15.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65583 changed in second object (was 30.0, is 20.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65598 changed in second object (was 30.0, is 20.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65622 changed in second object (was 19.0, is 18.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65623 changed in second object (was 19.0, is 16.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
